REGI?O:;N
UF:;AM
ESTAC?O:;MANAUS
CODIGO (WMO):;A101
LATITUDE:;-3,10361111
LONGITUDE:;-60,01555555
ALTITUDE:;48,79
DATA DE FUNDAC?O:;09/05/00
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (W/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2020/03/06;0000 UTC;0;1006;1006;1005;0;25,9;24,2;25,9;25,3;24,3;23,8;92;90;90;57;1,7;,9;
2020/03/06;0100 UTC;0;1006,7;1006,7;1006;0;26;24,1;26;25,8;24,3;24,1;91;89;89;59;2,2;1,1;
2020/03/06;0200 UTC;0;1006,9;1006,9;1006,5;1,3;26,5;23,8;26,6;25,9;24,2;23,7;90;84;85;74;3;1,3;
2020/03/06;0300 UTC;0;1007,2;1007,2;1006,9;0;25,9;24,3;26,5;25,8;24,3;23,7;91;85;91;44;2,5;,9;
2020/03/06;0400 UTC;0;1007;1007,2;1006,9;0;26;24,4;26;25,8;24,5;24,2;92;91;91;41;4,1;1,3;
2020/03/06;0500 UTC;0;1006;1007,1;1005,9;2,7;25,4;22,8;26;25,3;24,4;22,8;91;85;86;59;4,2;1,7;
2020/03/06;0600 UTC;0;1005,5;1006;1005,4;2,2;24,8;22,6;25,4;24,8;22,8;22,3;88;83;88;72;3,8;,3;
2020/03/06;0700 UTC;0;1005,3;1005,5;1005;,4;25;22,7;25,2;24,7;22,8;22,6;89;86;87;141;1,2;,4;
2020/03/06;0800 UTC;0;1005,3;1005,3;1005,1;1,7;25,2;23;25,4;25;23;22,6;88;85;88;140;1,4;,4;
2020/03/06;0900 UTC;0;1005,5;1005,6;1005,2;,7;25,5;23,8;25,5;25,2;23,9;22,8;91;86;91;139;2;,8;
2020/03/06;1000 UTC;0;1006;1006;1005,5;,1;25,5;23,8;25,5;25,3;23,9;23,7;91;90;90;113;2,6;1;
2020/03/06;1100 UTC;0;1006,7;1006,7;1006;144,9;25,9;23,6;25,9;25,5;23,9;23,6;90;87;87;142;2,9;1;
2020/03/06;1200 UTC;0;1007,7;1007,7;1006,7;636,3;27,1;23,5;27,3;25,9;24;23,3;88;80;81;89;3,2;1,3;
2020/03/06;1300 UTC;0;1008;1008;1007,7;1266,3;29;23,8;29;26,9;24,6;23,3;83;74;74;100;3,5;1,8;
2020/03/06;1400 UTC;,2;1008;1008,2;1007,9;1950,7;29,4;23,5;30;28,7;24,6;22,8;75;66;70;68;5,8;2,5;
2020/03/06;1500 UTC;0;1007,5;1008,1;1007,5;1995,7;30,4;23,3;30,4;29,3;24,2;22,5;74;65;66;77;6,7;2,6;
2020/03/06;1600 UTC;0;1006,7;1007,5;1006,7;3478,2;31,7;22,5;32;30,2;23,2;21,9;65;55;58;60;7,4;3;
2020/03/06;1700 UTC;0;1005,4;1006,7;1005,4;2510,8;31,7;22,6;31,9;29,8;23,1;21,3;63;56;59;63;6,6;2,1;
2020/03/06;1800 UTC;0;1003,7;1005,4;1003,7;2465,9;32,4;23,9;32,4;30;23,9;21,6;66;57;61;50;7;1,5;
2020/03/06;1900 UTC;0;1002,7;1003,7;1002,7;780,4;29,8;23,1;32,7;29;23,8;20,7;73;54;67;75;7,2;1,9;
2020/03/06;2000 UTC;0;1002,7;1002,7;1002,4;411;27,6;23,5;30;27,6;24,1;23;80;66;79;102;5;2;
2020/03/06;2100 UTC;0;1002,5;1002,7;1002,2;363,4;27,6;23,5;28,3;27,5;24;21,5;79;68;78;357;4,5;,6;
2020/03/06;2200 UTC;0;1002,9;1002,9;1002,4;181,1;28,3;22,3;28,4;27,5;23,2;21,8;78;69;70;115;2,8;1;
2020/03/06;2300 UTC;0;1003,9;1003,9;1002,9;4,5;28,1;24,4;28,4;28,1;24,4;22,2;80;69;80;102;2,8;,9;
2020/03/07;0000 UTC;0;1004,7;1004,7;1003,9;0;27,9;24,1;28,2;27,8;24,4;24;80;79;80;132;3;1;
2020/03/07;0100 UTC;0;1005,1;1005,1;1004,6;0;27,9;23,4;28,1;27,7;24,3;23,4;81;77;77;78;3,7;1,9;
2020/03/07;0200 UTC;0;1005,6;1005,7;1005,1;0;27,1;22,7;27,9;27,1;23,3;22,4;77;72;77;83;5,1;1,5;
2020/03/07;0300 UTC;0;1005,7;1005,8;1005,6;0;26,5;22,5;27,1;26,4;22,9;22,4;81;77;79;78;2,8;1,2;
2020/03/07;0400 UTC;0;1005,2;1005,7;1005,2;0;25,9;22,8;26,6;25,8;22,8;22,4;83;78;83;64;2,8;1,2;
2020/03/07;0500 UTC;0;1004,2;1005,2;1004,2;0;26;23,3;26;25,7;23,3;22,7;85;82;85;67;2,8;1;
2020/03/07;0600 UTC;0;1003,7;1004,2;1003,7;0;26;23,7;26,2;25,8;23,7;23,2;87;85;87;53;2,4;,6;
2020/03/07;0700 UTC;0;1003,3;1003,8;1003,2;0;25,8;24,1;26,2;25,7;24,3;23,7;90;87;90;92;2,6;,4;
2020/03/07;0800 UTC;0;1003,4;1003,5;1003,2;0;26;24,3;26,1;25,7;24,4;24,1;91;89;91;85;2,3;,7;
2020/03/07;0900 UTC;0;1003,9;1003,9;1003,4;0;25,6;24;26,1;25,6;24,4;24;91;90;91;359;2;,5;
2020/03/07;1000 UTC;0;1004,3;1004,3;1003,9;0;26,1;23,8;26,1;25,5;24,2;23,8;92;87;87;74;2,4;1,3;
2020/03/07;1100 UTC;0;1005;1005;1004,4;45,2;25,9;23,5;26,2;25,8;23,8;23,4;87;85;87;50;2,6;,9;
2020/03/07;1200 UTC;0;1005,4;1005,4;1004,9;448,1;27,4;23,2;27,4;25,9;24;22,9;87;77;78;57;3,2;1,4;
2020/03/07;1300 UTC;0;1006;1006;1005,4;1382,4;29,2;21,5;29,4;27,3;23,3;21,1;78;63;63;50;4,7;2,2;
2020/03/07;1400 UTC;0;1005,9;1006,1;1005,9;2434,6;31,8;22,7;31,8;29,2;22,7;19,8;63;53;59;43;6,3;1,5;
2020/03/07;1500 UTC;0;1005,4;1005,9;1005,4;3287,5;31,7;20,9;32,4;31,1;21,5;19,4;58;48;53;1;5,8;1,8;
2020/03/07;1600 UTC;0;1004,5;1005,5;1004,5;3567,4;32,8;19,6;33;31,7;21;18,6;53;43;46;29;6,6;1,8;
2020/03/07;1700 UTC;0;1003,5;1004,5;1003,4;3536,7;33,7;20;33,7;32,5;21,7;18,7;52;43;45;32;5;1;
2020/03/07;1800 UTC;0;1002,2;1003,5;1002,2;2522,7;33,2;21,6;34,5;32,5;21,9;18,9;51;42;51;80;5,6;2;
2020/03/07;1900 UTC;0;1001,3;1002,2;1001,3;2141,3;33,3;20;34,1;32,1;22;19,3;53;42;46;34;4,2;1,3;
2020/03/07;2000 UTC;0;1000,6;1001,3;1000,6;1352,8;32,6;20,3;33,7;32,2;21,3;19,9;51;45;48;66;4,3;2;
2020/03/07;2100 UTC;0;1000,8;1000,8;1000,6;411,7;31,9;20,3;32,9;31,6;21,4;20;54;48;50;51;5,3;1,4;
2020/03/07;2200 UTC;0;1001,3;1001,3;1000,8;131,4;31,6;20,7;32;31,4;21;20,3;54;50;53;79;4,6;1,8;
2020/03/07;2300 UTC;0;1002;1002;1001,3;4,8;30,3;20,9;31,6;30,2;21,1;20,6;58;53;57;75;3,7;1,3;
2020/03/08;0000 UTC;0;1003;1003;1002;0;29,8;20,9;30,7;29,7;21,2;20,8;60;56;59;52;2,1;1,1;
2020/03/08;0100 UTC;0;1004;1004;1003;0;29,7;21;30;29,2;21,3;20,7;62;58;60;46;3;1,2;
2020/03/08;0200 UTC;0;1004,9;1004,9;1004;0;29,2;21,4;29,7;29,1;21,4;20,9;63;60;63;47;2,5;,9;
2020/03/08;0300 UTC;0;1005,1;1005,3;1004,9;0;28,9;21,4;29,3;28,7;21,6;21,2;65;62;64;55;3;,7;
2020/03/08;0400 UTC;0;1004,3;1005,1;1004,3;0;28,5;21,7;28,9;28,3;21,9;21,3;69;64;67;29;1,8;,6;
2020/03/08;0500 UTC;0;1003,4;1004,3;1003,4;0;28,1;21,6;28,6;27,9;22,1;21,5;70;66;68;28;2,4;,6;
2020/03/08;0600 UTC;0;1003,3;1003,4;1003,2;0;27,9;21,4;28,2;27,5;22;21,2;71;67;68;55;3,2;1,4;
2020/03/08;0700 UTC;0;1003,3;1003,4;1003,2;0;27,5;21,3;28;27,5;21,5;21,3;70;67;69;55;3,5;1,5;
2020/03/08;0800 UTC;0;1003;1003,3;1002,8;0;27,2;21,5;27,5;26,9;21,6;21,3;73;69;71;53;3,2;1,4;
2020/03/08;0900 UTC;0;1003,4;1003,4;1003;0;26,5;21,5;27,2;26,4;21,6;21,4;74;71;74;11;3,6;,6;
2020/03/08;1000 UTC;0;1004,2;1004,2;1003,4;0;25,9;22,1;26,5;25,9;22,4;21,6;80;74;80;23;2,2;,5;
2020/03/08;1100 UTC;0;1005,1;1005,1;1004,2;124,6;26,5;22,2;26,5;25,7;22,3;22;81;77;77;1;2;,7;
2020/03/08;1200 UTC;0;1005,9;1005,9;1005,1;776,6;28,7;21,7;28,9;26,5;22,8;21,6;78;65;66;74;2,2;,7;
2020/03/08;1300 UTC;0;1006,7;1006,7;1005,9;1139;30,3;20,6;30,4;28,7;22,4;20,1;66;55;56;356;3,2;,9;
2020/03/08;1400 UTC;0;1007,1;1007,2;1006,7;1808,8;31,4;19,7;31,6;30,3;21,9;19,4;59;49;50;45;4,6;1,7;
2020/03/08;1500 UTC;0;1006,6;1007,1;1006,6;2699,1;32,1;20,5;32,6;31;21,8;19,5;56;46;51;73;4,6;1,1;
2020/03/08;1600 UTC;0;1005,9;1006,7;1005,9;1803,1;31,3;20,3;33,1;31,2;23,1;19,7;61;48;52;75;4,2;1,8;
2020/03/08;1700 UTC;0;1004,8;1005,9;1004,8;1893,2;31,9;20,7;32,7;31,3;21,6;19,5;56;47;51;61;5,1;2,3;
2020/03/08;1800 UTC;0;1003,5;1004,8;1003,4;1911,5;32,5;19,4;33,2;31,9;21,4;19,2;53;44;46;61;6,4;2,3;
2020/03/08;1900 UTC;0;1002,6;1003,5;1002,6;2132,3;32,5;19,7;34;32,2;21,4;18,8;54;42;47;49;6,4;1,2;
2020/03/08;2000 UTC;0;1002,2;1002,6;1002;1886,1;33;19,6;33,8;32,4;21,5;18,9;50;43;45;46;4,6;1,3;
2020/03/08;2100 UTC;0;1002,1;1002,2;1001,9;1163;31,9;20,9;33,8;31,9;21,4;19,3;52;43;52;64;3,9;1;
2020/03/08;2200 UTC;0;1002,9;1002,9;1002,1;261,4;31,7;21,2;32,2;31,6;21,4;19,6;54;47;54;69;3,9;1,3;
2020/03/08;2300 UTC;;;;;;;;;;;;;;;;;;
2020/03/09;0000 UTC;0;1004,2;1004,2;1003,5;0;29,9;21,8;31;29,3;21,9;20,3;63;58;62;92;5,4;1,2;
2020/03/09;0100 UTC;0;1005,1;1005,1;1004,2;0;29,5;22,3;30;29,5;22,3;21,8;65;62;65;73;4,1;1,8;
2020/03/09;0200 UTC;0;1006;1006;1005,1;0;29,2;23;29,6;29,2;23;22,3;69;65;69;82;3,4;1,8;
2020/03/09;0300 UTC;0;1006,1;1006,2;1006;0;28,8;23,9;29,3;28,8;23,9;23;75;69;75;80;3,8;1,7;
2020/03/09;0400 UTC;0;1005,9;1006,2;1005,9;0;28,1;24;28,9;28,1;24;23,9;78;75;78;81;3,8;1,6;
2020/03/09;0500 UTC;0;1005,1;1005,9;1005,1;0;27,6;24,4;28,2;27,5;24,4;24;83;78;83;95;3,5;1,4;
2020/03/09;0600 UTC;0;1004,8;1005,1;1004,8;0;26,9;24,9;27,6;26,9;24,9;24,4;89;83;89;140;2,9;1,5;
2020/03/09;0700 UTC;0;1004,6;1004,8;1004,6;0;26,6;24,7;26,9;26,5;24,9;24,7;90;89;90;132;3,7;1,6;
2020/03/09;0800 UTC;0;1004,6;1004,6;1004,5;0;26,5;24,6;26,7;26,4;24,8;24,6;90;89;90;122;3,5;1,1;
2020/03/09;0900 UTC;0;1005,3;1005,3;1004,6;0;26,3;24,4;26,5;26,3;24,6;24,3;90;88;89;125;4;1,6;
2020/03/09;1000 UTC;0;1005,7;1005,7;1005,2;0;26,2;24,3;26,3;26,2;24,4;24,3;89;89;89;124;3,6;1,2;
2020/03/09;1100 UTC;0;1006,6;1006,6;1005,7;92,9;26,6;24,4;26,6;26,2;24,5;24,2;89;87;88;76;3;1,7;
2020/03/09;1200 UTC;0;1007,3;1007,3;1006,6;774;28,3;24,7;28,3;26,6;24,8;24;88;79;81;84;4;1,7;
2020/03/09;1300 UTC;0;1008,2;1008,2;1007,3;1947,2;29,9;23,6;30,2;28,3;24,8;22,9;80;67;69;92;5;2,2;
2020/03/09;1400 UTC;0;1008,2;1008,3;1008,2;2510,2;31,2;21,4;31,6;29,9;24;21,4;70;55;56;53;5,8;2,5;
2020/03/09;1500 UTC;0;1007,9;1008,2;1007,9;2769,1;32,5;22,2;32,5;30,8;22,9;21;61;52;55;47;5,8;2,2;
2020/03/09;1600 UTC;0;1007,2;1007,9;1007,2;2845;31,5;21,9;33,1;31,5;23,3;21,2;60;51;57;41;5,7;2,5;
2020/03/09;1700 UTC;0;1006;1007,2;1006;2610,9;33,1;20,6;33,1;31,6;23;20,6;58;48;48;12;5,7;1,3;
2020/03/09;1800 UTC;0;1004,5;1005,9;1004,5;1261,4;31,5;21,4;33,3;31,4;22,1;19,8;56;46;55;49;6,7;2,5;
2020/03/09;1900 UTC;,2;1003,6;1004,5;1003,6;1077,5;31;21,3;31,6;28,9;24,1;21;74;54;56;51;5,7;2,3;
2020/03/09;2000 UTC;0;1002,7;1003,6;1002,7;1435,8;31,9;22,3;32;31;22,6;21;61;53;57;59;6,7;2,5;
2020/03/09;2100 UTC;,2;1002,8;1002,8;1002,7;681,6;31,2;22,2;31,9;30,8;22,6;21,8;61;57;59;52;5,3;1,9;
2020/03/09;2200 UTC;0;1003,2;1003,2;1002,8;190,5;30,5;21,6;31,3;30,5;22,3;21,1;60;56;59;54;6;2,1;
2020/03/09;2300 UTC;0;1004,1;1004,1;1003,2;3,8;30;21,4;30,5;29,9;22,6;21,2;65;59;60;65;4,3;2,1;
2020/03/10;0000 UTC;0;1005;1005;1004,1;0;29,5;22,2;30;29,3;22,5;21,3;67;60;65;79;4,2;1,7;
2020/03/10;0100 UTC;0;1005,5;1005,5;1005;0;29,3;21,4;29,6;29,2;22,2;21,3;65;62;63;78;4;1,7;
2020/03/10;0200 UTC;0;1006,1;1006,1;1005,5;0;29;21,9;29,3;28,9;22,1;21,4;66;63;65;73;3,6;1,7;
2020/03/10;0300 UTC;0;1006,9;1006,9;1006,1;0;28,4;22,7;29,1;28,4;22,7;21,7;72;65;72;74;4;2;
2020/03/10;0400 UTC;0;1006,8;1007;1006,8;0;27,9;23,3;28,4;27,9;23,8;22,8;78;72;76;79;4,7;1,8;
2020/03/10;0500 UTC;0;1006,1;1006,8;1006,1;0;27,6;23;27,9;27,6;23,4;23;77;75;76;77;4,4;1,6;
2020/03/10;0600 UTC;0;1005,5;1006,1;1005,4;0;27,3;22,7;27,6;27,3;23;22,7;77;76;76;89;4,1;2,4;
2020/03/10;0700 UTC;0;1004,8;1005,5;1004,8;0;27;23,1;27,3;27;23,1;22,8;79;76;79;79;4,8;2;
2020/03/10;0800 UTC;0;1004,7;1004,8;1004,7;0;26,6;22,6;27;26,5;23,1;22,4;80;77;79;76;4,9;1,7;
2020/03/10;0900 UTC;0;1005,4;1005,4;1004,7;0;26,1;23,3;26,6;25,8;23,4;22,6;86;79;84;75;4,2;2,2;
2020/03/10;1000 UTC;0;1005,7;1005,7;1005,4;,1;26,2;22,6;26,2;26;23,2;22,6;84;81;81;78;5,1;1,5;
2020/03/10;1100 UTC;0;1006,4;1006,4;1005,7;90,5;26,5;22,4;26,5;26,1;22,6;22,3;81;78;78;62;3,5;1,2;
2020/03/10;1200 UTC;0;1007,1;1007,1;1006,4;471,4;27,5;21,6;27,6;26,5;22,7;21,6;79;70;70;78;4,5;2,1;
2020/03/10;1300 UTC;0;1007,8;1007,8;1007,1;1043,4;28,3;21,8;28,6;27,6;22,2;21,5;71;66;68;62;5,1;2,3;
2020/03/10;1400 UTC;0;1008,4;1008,4;1007,8;1366;29,6;21,6;29,7;28,3;22,9;21,4;70;62;62;66;4,5;2,1;
2020/03/10;1500 UTC;0;1008;1008,4;1008;2737,8;31,1;21,6;31,4;29,6;23,2;20,5;64;54;57;50;6,2;2,8;
2020/03/10;1600 UTC;0;1007,2;1008;1007,2;1941,3;30,6;20,8;31,4;30,4;22,1;20,3;59;53;56;27;7,4;1,4;
2020/03/10;1700 UTC;0;1005,4;1007,2;1005,4;2455,7;32,7;22,5;32,7;30,3;23,6;20,8;61;52;55;49;6,1;1,9;
2020/03/10;1800 UTC;0;1004,3;1005,4;1004,3;2888,1;32,7;20,3;32,9;31,4;22,6;19,4;56;46;48;45;6,1;1,8;
2020/03/10;1900 UTC;0;1003,2;1004,3;1003,2;2649,8;32,7;20,7;33,5;31,8;21,9;19,8;53;47;49;58;6,5;2,2;
2020/03/10;2000 UTC;0;1002,5;1003,2;1002,4;1300,8;31,4;20,6;32,9;31,4;21,9;20;56;48;53;34;4,9;1,3;
2020/03/10;2100 UTC;0;1002,5;1002,5;1002,3;465,4;31,3;20,8;31,5;30,9;22,1;20,3;60;52;54;42;4,2;2,2;
2020/03/10;2200 UTC;0;1002,7;1002,7;1002,5;130,1;30,5;20,6;31,5;30,5;21,5;20,1;58;51;56;34;4,7;1,1;
2020/03/10;2300 UTC;0;1003,3;1003,3;1002,7;2,5;30,1;22,5;30,5;29,8;22,7;20,5;65;56;64;78;3,1;1,5;
2020/03/11;0000 UTC;0;1004;1004;1003,3;0;28,7;23,9;30,1;28,7;23,9;22,5;75;64;75;83;4,7;1,9;
2020/03/11;0100 UTC;0;1005;1005;1004;0;27,9;24;28,6;27,8;24;23,7;80;75;79;61;4,2;1,4;
2020/03/11;0200 UTC;0;1005,7;1005,7;1005;0;27,7;23,7;28;27,7;24,2;23,7;81;79;79;79;5,4;2,4;
2020/03/11;0300 UTC;0;1005,6;1005,7;1005,6;0;27,2;24,1;27,7;27,2;24,1;23,5;83;78;83;84;5,4;1,8;
2020/03/11;0400 UTC;0;1005,1;1005,7;1005,1;0;26,9;23,7;27,2;26,8;24,1;23,7;84;83;83;80;3,2;1,2;
2020/03/11;0500 UTC;0;1004,4;1005,1;1004,4;0;26,8;23,6;27;26,7;23,7;23,2;83;80;83;121;2,8;,6;
2020/03/11;0600 UTC;0;1003,8;1004,4;1003,8;0;27;23,7;27,2;26,6;23,9;23,3;83;81;82;151;2,1;,5;
2020/03/11;0700 UTC;0;1003,6;1003,8;1003,6;0;26,6;24,1;27,2;26,6;24,4;23,5;87;80;86;198;3,4;1,3;
2020/03/11;0800 UTC;0;1003,5;1003,6;1003,5;0;26,4;24,3;26,6;26,4;24,3;24;88;86;88;107;3,3;1;
2020/03/11;0900 UTC;0;1003,5;1003,8;1003,4;0;26,3;23,8;26,5;26,3;24,4;23,8;88;86;87;107;4;1,4;
2020/03/11;1000 UTC;0;1004;1004;1003,5;,3;26,2;23,8;26,3;26,1;23,9;23,7;87;86;86;75;3,7;1,5;
2020/03/11;1100 UTC;0;1004,6;1004,6;1004;124,9;26,6;23,8;26,6;26,2;24;23,7;87;85;85;92;3,1;1,6;
2020/03/11;1200 UTC;0;1005,4;1005,4;1004,6;691,4;28,1;23,3;28,2;26,6;24;23,2;85;75;75;85;3,5;1,3;
2020/03/11;1300 UTC;0;1005,5;1005,5;1005,4;1920,8;30,1;22,8;30,1;28,1;24,1;22;76;63;65;57;5;2,1;
2020/03/11;1400 UTC;0;1005,4;1005,6;1005,3;2694;31,1;21,1;31,7;29,8;23,8;20,7;68;54;55;61;5,7;2,3;
2020/03/11;1500 UTC;0;1004,8;1005,3;1004,8;2795,2;31,5;21,9;32,1;30,9;22,6;20,7;58;52;57;49;5,9;2;
2020/03/11;1600 UTC;0;1004;1004,8;1004;2933,7;32,3;21,2;33,4;31,4;23,3;20,6;61;49;52;57;6;2,2;
2020/03/11;1700 UTC;0;1002,8;1004;1002,8;1942,7;32,8;21,8;33,1;31,8;22,2;20,4;55;49;52;24;5,6;1,1;
2020/03/11;1800 UTC;0;1001,5;1002,8;1001,5;1445,3;32,2;21,7;33,7;32,1;22,7;19,7;57;45;54;68;4,6;1,8;
2020/03/11;1900 UTC;0;1000,1;1001,5;1000,1;1551;33,5;21,4;33,9;32,2;22,5;20,5;54;46;49;74;4,5;2,1;
2020/03/11;2000 UTC;0;999,4;1000,1;999,4;955,4;32,6;21,1;33,5;32,5;21,6;20,2;53;48;51;79;5,1;2,1;
2020/03/11;2100 UTC;0;999,6;999,6;999,3;322,3;32,2;21,1;32,6;32,1;21,7;20,9;54;51;52;89;5;2,1;
2020/03/11;2200 UTC;0;1000,3;1000,3;999,6;96,7;31,9;21,4;32,4;31,9;21,4;20,7;54;51;54;79;5,2;1,8;
2020/03/11;2300 UTC;0;1001;1001;1000,3;5,3;31,2;22,3;31,9;31,2;22,4;21,4;59;54;59;76;4,1;2,1;
2020/03/12;0000 UTC;0;1001,7;1001,7;1001;0;30,8;22,6;31,3;30,8;22,6;22,1;62;58;62;74;4,1;2,1;
2020/03/12;0100 UTC;0;1002,7;1002,7;1001,7;0;30,4;23,1;30,8;30,2;23,1;22,5;66;62;65;83;4;1,5;
2020/03/12;0200 UTC;0;1003,2;1003,2;1002,7;0;29,6;24;30,4;29,6;24;23,1;72;65;72;84;4,9;1,8;
2020/03/12;0300 UTC;0;1003,6;1003,7;1003,2;0;29,3;23,1;29,6;29,2;24;23,1;73;69;70;101;4;1,4;
2020/03/12;0400 UTC;0;1003,5;1003,8;1003,5;0;28,9;23,1;29,3;28,8;23,2;23;71;70;71;102;4,6;1,5;
2020/03/12;0500 UTC;0;1002,6;1003,4;1002,6;0;28,5;23;28,9;28,5;23,1;22,9;72;70;72;93;4,1;1,4;
2020/03/12;0600 UTC;0;1002,4;1002,6;1002,3;0;28,5;23,4;28,6;28,4;23,5;23;74;72;74;76;3,6;1,8;
2020/03/12;0700 UTC;0;1002,3;1002,4;1002,1;0;28,3;24;28,6;28,3;24,1;23,4;78;74;78;81;4,5;1,5;
2020/03/12;0800 UTC;0;1002;1002,3;1002;0;27,5;24,1;28,3;27,5;24,3;24;82;77;82;115;3,6;1,4;
2020/03/12;0900 UTC;0;1002,1;1002,1;1002;0;27,2;23,7;27,5;27,2;24,1;23,7;82;81;81;106;3,8;1,3;
2020/03/12;1000 UTC;0;1002,6;1002,6;1002,1;,1;26,9;23,8;27,2;26,9;23,8;23,5;83;80;83;124;4,1;1,3;
2020/03/12;1100 UTC;0;1003,4;1003,4;1002,6;163,3;27,5;24,3;27,5;26,8;24,3;23,7;84;82;83;113;3;1,2;
2020/03/12;1200 UTC;0;1004,2;1004,2;1003,4;844;28,6;24,6;28,6;27,5;24,6;24;83;78;79;85;3,8;1,9;
2020/03/12;1300 UTC;0;1004,9;1004,9;1004,2;1678,3;30;23,7;30,4;28,7;24,9;23,7;79;69;69;68;6,3;2,4;
2020/03/12;1400 UTC;0;1004,9;1005;1004,8;2234,3;31,2;22,6;31,5;29,7;25;22,5;72;60;60;69;6,3;2,9;
2020/03/12;1500 UTC;0;1004,3;1004,9;1004,3;3011,5;32;22,8;32,5;31,2;23,5;21,6;62;55;58;67;6,9;3,3;
2020/03/12;1600 UTC;0;1003,6;1004,3;1003,6;3322,6;32,8;22,3;33,2;31,9;23,9;22,1;60;53;54;69;6,9;2,4;
2020/03/12;1700 UTC;0;1002,7;1003,6;1002,7;2713,1;32,3;22,1;33,7;32,1;23,5;21,9;57;51;55;77;6,2;1,9;
2020/03/12;1800 UTC;0;1001,5;1002,7;1001,5;1901,2;33,3;22,6;33,4;32,1;23,2;21,9;58;52;53;62;6,6;2,5;
2020/03/12;1900 UTC;0;1000,2;1001,5;1000,2;737,4;31,5;23,4;33,3;31,1;23,7;21,9;65;52;62;296;6,6;1;
2020/03/12;2000 UTC;0;999,3;1000,2;999,3;1889,1;33,4;22,2;34,2;31,5;24;21,7;63;49;52;106;5,1;2,2;
2020/03/12;2100 UTC;0;999;999,3;999;1013,9;32,7;22,2;33,6;32,6;22,7;21,9;55;51;54;78;5,1;2,2;
2020/03/12;2200 UTC;0;999,5;999,5;999;146,8;32,2;22,5;32,8;32,2;22,8;22;58;53;56;89;5,1;1,9;
2020/03/12;2300 UTC;0;1000,2;1000,2;999,5;5;31,7;23;32,2;31,6;23,1;22,2;61;56;60;78;4;1,7;
2020/03/13;0000 UTC;0;1001,1;1001,1;1000,2;0;31,1;23,8;31,8;31,1;23,8;22,9;65;59;65;86;3,8;1,9;
2020/03/13;0100 UTC;0;1002,1;1002,1;1001,1;0;30,6;24,1;31,1;30,6;24,2;23,7;68;65;68;85;4,2;1,4;
2020/03/13;0200 UTC;0;1003,3;1003,3;1002,1;0;30,3;24,2;30,6;30,1;24,5;24;71;68;70;90;4,4;1,9;
2020/03/13;0300 UTC;0;1003,3;1003,5;1003,3;0;29,7;23,9;30,3;29,7;24,2;23,8;71;69;71;85;4,5;2,4;
2020/03/13;0400 UTC;0;1003,1;1003,4;1003,1;0;29,1;24,1;29,7;29,1;24,1;23,9;75;71;75;85;4,6;2;
2020/03/13;0500 UTC;0;1002,7;1003,1;1002,7;0;28,5;24,2;29,1;28,5;24,3;24,1;78;75;78;71;3,9;1,8;
2020/03/13;0600 UTC;0;1002,4;1002,7;1002,4;0;28,3;24,1;28,6;28,2;24,3;24,1;78;78;78;85;3,3;1,2;
2020/03/13;0700 UTC;0;1002,3;1002,5;1002,3;0;28;24,1;28,3;28;24,1;23,9;79;77;79;79;2,9;1,3;
2020/03/13;0800 UTC;0;1002,5;1002,6;1002,3;0;27,7;24,8;28,1;27,7;24,9;24,1;84;79;84;106;3,1;1,1;
2020/03/13;0900 UTC;0;1003;1003;1002,5;0;27,5;24,7;27,8;27,5;24,8;24,7;85;83;85;135;4,4;1,3;
2020/03/13;1000 UTC;0;1003,6;1003,6;1003;0;27,3;24,5;27,5;27,3;24,7;24,5;85;84;85;87;3,9;1,8;
2020/03/13;1100 UTC;0;1004,2;1004,2;1003,6;114,6;27,8;24,7;27,8;27,2;24,7;24,5;85;83;83;87;3,9;1,7;
2020/03/13;1200 UTC;0;1004,6;1004,6;1004,2;759,3;29,7;23,9;29,7;27,8;24,9;23,6;83;70;71;64;4,7;2,2;
2020/03/13;1300 UTC;0;1005,4;1005,4;1004,6;1540,5;30,3;23,6;30,3;29,5;23,8;23;71;66;67;75;8,5;3,5;
2020/03/13;1400 UTC;0;1005,4;1005,5;1005,3;2489,3;30,9;23,6;31,2;29,9;23,8;23;67;64;65;81;8,8;3,1;
2020/03/13;1500 UTC;0;1005;1005,4;1005;3290,3;32,5;24;32,6;30,9;24,3;23,1;66;59;61;90;6,3;2,5;
