REGI?O:;N
UF:;AM
ESTAC?O:;MANAUS
CODIGO (WMO):;A101
LATITUDE:;-3,10361111
LONGITUDE:;-60,01555555
ALTITUDE:;48,79
DATA DE FUNDAC?O:;09/05/00
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (W/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2020/05/03;0800 UTC;0;1004,7;1004,7;1004,5;0;24,3;23,4;24,3;24,2;23,4;23,3;95;95;95;23;1,1;,4;
2020/05/03;0900 UTC;0;1005,2;1005,2;1004,6;0;24,2;23,3;24,4;24,2;23,5;23,3;95;95;95;33;1,1;,3;
2020/05/03;1000 UTC;0;1005,7;1005,7;1005,2;,9;24,1;23,3;24,3;24,1;23,4;23,3;95;95;95;5;1,8;,4;
2020/05/03;1100 UTC;0;1006,5;1006,5;1005,7;267,8;25,4;24,1;25,5;24,1;24,4;23,3;95;93;93;62;,9;,2;
2020/05/03;1200 UTC;0;1007,4;1007,4;1006,5;419,2;26,2;24,1;26,4;25,4;24,5;24;93;88;88;80;1;,3;
2020/05/03;1300 UTC;0;1007,9;1007,9;1007,4;685;27,2;24,7;27,2;26,2;24,9;24,1;89;84;86;329;1,5;,6;
2020/05/03;1400 UTC;0;1007,8;1008,1;1007,8;1048,2;28,4;24,7;28,4;27,2;24,9;23,9;86;80;81;101;2,1;1;
2020/05/03;1500 UTC;0;1007,1;1007,8;1007,1;1895,4;28,8;23,5;29,8;28,3;24,8;23;81;69;73;49;4,1;1,7;
2020/05/03;1600 UTC;0;1006;1007,1;1006;1929,1;29,8;23,1;30,4;28,8;24,2;22,6;73;65;68;109;4,5;1,9;
2020/05/03;1700 UTC;0;1003,8;1006;1003,8;2708,8;31,3;22,5;31,6;29,8;24,3;22,3;69;59;59;41;3,5;,9;
2020/05/03;1800 UTC;0;1002,3;1003,8;1002,3;2402,5;32,2;23;32,3;30,6;24,4;21,9;67;57;58;42;4,2;1,6;
2020/05/03;1900 UTC;0;1001,6;1002,4;1001,5;1448;30;23,1;32,5;30;24,1;22,1;66;56;66;56;5,7;1,9;
2020/05/03;2000 UTC;0;1001,5;1001,7;1001,4;361;28,2;24,4;30;28,1;24,8;23,3;82;67;80;57;5,7;1,3;
2020/05/03;2100 UTC;0;1001,6;1001,7;1001,4;330,4;28,2;24;28,3;28,1;24,5;23,9;80;77;78;52;2,7;1;
2020/05/03;2200 UTC;0;1002,5;1002,5;1001,6;125,6;27,8;24;28,4;27,8;24,2;23,9;80;77;80;353;2;,5;
2020/05/03;2300 UTC;0;1003,7;1003,7;1002,5;0;27,5;25;27,9;27,5;25,1;24;86;80;86;292;1,7;,6;
2020/05/04;0000 UTC;0;1004,4;1004,4;1003,6;0;27,4;24,2;27,6;27,1;25,3;24,2;89;82;82;50;1,9;,9;
2020/05/04;0100 UTC;0;1005,1;1005,1;1004,4;0;27,1;24,1;27,5;27;24,2;23,9;84;82;83;349;1,6;,7;
2020/05/04;0200 UTC;0;1006;1006;1005,1;0;27,1;24,2;27,3;26,9;24,5;24;86;83;84;31;2,4;,6;
2020/05/04;0300 UTC;0;1005,7;1006;1005,7;0;26,8;24,6;27,1;26,8;24,6;24,2;88;84;88;68;2,4;1;
2020/05/04;0400 UTC;0;1005,5;1005,9;1005,5;0;25,2;21,7;26,8;25,2;24,6;21,7;89;78;81;76;7,9;3;
2020/05/04;0500 UTC;2,2;1004,5;1005,5;1004,5;0;23,5;22,4;25,1;23,4;22,4;21,7;93;81;93;316;7,9;,5;
2020/05/04;0600 UTC;2;1003,4;1004,5;1003,4;0;23,4;22,4;23,7;23,4;22,7;22,3;94;93;94;2;1,3;,1;
2020/05/04;0700 UTC;,2;1003,2;1003,4;1003,2;0;23,8;22,8;23,9;23,4;22,9;22,4;94;94;94;50;1,8;,8;
2020/05/04;0800 UTC;0;1003,3;1003,3;1003;0;23,5;22,5;23,8;23,4;22,7;22,4;94;94;94;56;1,5;,3;
2020/05/04;0900 UTC;0;1003,8;1003,8;1003,2;0;23,5;22,6;23,6;23,4;22,7;22,4;95;94;95;344;1,1;,4;
2020/05/04;1000 UTC;0;1004,4;1004,4;1003,8;,7;23,6;22,7;23,6;23,4;22,7;22,5;95;95;95;360;1;,4;
2020/05/04;1100 UTC;0;1004,9;1004,9;1004,3;86,7;24,2;23,2;24,2;23,6;23,2;22,7;95;95;95;6;1,2;,2;
2020/05/04;1200 UTC;0;1005,5;1005,5;1004,9;381,7;25,9;24,2;25,9;24,2;24,4;23,3;95;90;90;14;,8;,3;
2020/05/04;1300 UTC;0;1005,9;1005,9;1005,5;1432,8;28,2;23,4;28,5;25,9;24,6;22,9;90;75;75;132;2,4;,8;
2020/05/04;1400 UTC;0;1005,8;1006;1005,8;1762,1;29,3;23,5;30,1;27,9;24,2;23;77;69;71;114;2,4;1;
2020/05/04;1500 UTC;0;1005,2;1005,8;1005,2;1989,8;29,9;24,3;31;29,3;25;23;75;65;72;182;3,8;1,4;
2020/05/04;1600 UTC;0;1004;1005,2;1004;1513;30,7;24,2;31;29,2;25,1;23,7;78;66;68;72;3,8;1,6;
2020/05/04;1700 UTC;0;1002,6;1004;1002,6;2317,1;30,3;24,3;31,3;30;24,8;23;71;63;70;42;6,1;2;
2020/05/04;1800 UTC;0;1001,6;1002,6;1001,6;2132;31,5;23,1;31,6;30,1;25,4;22,8;73;61;61;96;5;2,4;
2020/05/04;1900 UTC;0;1000;1001,6;1000;2655,3;30,9;22,5;32;30,9;23,9;22,1;64;58;61;62;5,4;2,4;
2020/05/04;2000 UTC;0;1000;1000;999,7;1663,8;31,2;21,6;31,7;30,9;23,7;21,2;64;54;57;78;5;2,2;
2020/05/04;2100 UTC;0;1000,3;1000,3;999,9;265,9;30,3;22,6;31,2;30,3;22,7;21,4;64;56;64;88;5,2;2,1;
2020/05/04;2200 UTC;0;1001;1001;1000,3;68,7;29,5;22,4;30,3;29,5;22,7;22,2;66;62;66;113;4;1,4;
2020/05/04;2300 UTC;0;1002;1002;1001;0;29,2;23;29,7;29,2;23;22,3;69;65;69;97;3,5;1,3;
2020/05/05;0000 UTC;0;1002,9;1002,9;1002;0;29,1;23,4;29,3;29;23,4;23;71;69;71;73;2,5;1,1;
2020/05/05;0100 UTC;0;1003,7;1003,7;1002,9;0;28,7;23,6;29,1;28,7;23,6;23,3;74;71;74;82;2,5;1,2;
2020/05/05;0200 UTC;0;1004,5;1004,5;1003,7;0;28,5;24;28,8;28,5;24;23,6;77;74;77;78;2,5;1,5;
2020/05/05;0300 UTC;0;1004,4;1004,6;1004,3;0;27,8;24,9;28,5;27,7;24,9;24;84;77;84;67;3;1;
2020/05/05;0400 UTC;0;1004,2;1004,4;1004,2;0;27,5;24,3;28;27,4;24,9;24,1;84;80;83;69;2,6;,8;
2020/05/05;0500 UTC;0;1003,4;1004,2;1003,4;0;27,2;24,2;27,6;27,2;24,4;24;83;82;83;51;3,1;,9;
2020/05/05;0600 UTC;0;1002,9;1003,4;1002,8;0;26,8;24,3;27,3;26,8;24,4;24,2;86;83;86;30;2;,4;
2020/05/05;0700 UTC;0;1002,8;1002,9;1002,7;0;26,4;24,4;26,8;26,3;24,5;24,3;89;86;89;330;1,6;,7;
2020/05/05;0800 UTC;0;1002,8;1003;1002,8;0;26,1;24,3;26,5;26,1;24,5;24,3;90;89;90;351;1,5;,5;
2020/05/05;0900 UTC;0;1002,9;1002,9;1002,7;0;26;24,3;26,3;26;24,4;24,3;90;89;90;41;1,8;,3;
2020/05/05;1000 UTC;0;1003,7;1003,7;1002,9;,2;25,9;24,4;26;25,8;24,5;24,3;92;90;92;14;1,6;,5;
2020/05/05;1100 UTC;0;1004,6;1004,7;1003,7;138,6;26,3;24,5;26,3;25,8;24,6;24,2;91;90;90;285;2,8;,9;
2020/05/05;1200 UTC;0;1005,8;1005,8;1004,6;572,8;27,6;24,1;27,7;26,3;24,6;23,9;90;81;81;289;3,3;1,2;
2020/05/05;1300 UTC;0;1006,2;1006,2;1005,8;1013,6;28,8;24,4;28,8;27,6;24,5;23,6;82;77;77;281;2,9;1;
2020/05/05;1400 UTC;0;1006,2;1006,3;1006,1;1615,9;30,1;25,2;30,1;28,8;25,2;23,7;78;72;75;283;3,6;1,1;
2020/05/05;1500 UTC;0;1006,1;1006,3;1006;1189,5;30;24,1;30,4;29;25,1;23,5;77;69;71;336;3,4;,9;
2020/05/05;1600 UTC;0;1004,9;1006,1;1004,9;1301,3;29,8;24,7;31,1;29,4;25;23,6;76;65;74;238;4,4;2,4;
2020/05/05;1700 UTC;0;1003,5;1004,9;1003,5;1018,9;29,5;24,6;30,5;29,4;25,3;24,1;76;71;75;256;6;2,3;
2020/05/05;1800 UTC;0;1002,6;1003,5;1002,6;693,7;29,8;24,3;29,8;29,1;25,3;24,1;79;72;73;251;5,2;2,2;
2020/05/05;1900 UTC;0;1002,4;1002,8;1002,1;340,5;28,2;24,8;29,9;28,2;25,1;23,9;83;72;82;285;4,2;1,7;
2020/05/05;2000 UTC;0;1002,2;1002,5;1002;62,1;26;24;28,2;25,6;24,9;23,1;90;78;89;288;5,2;1,1;
2020/05/05;2100 UTC;0;1002,4;1002,4;1002;79,9;26;24,1;26,1;25,8;24,1;23,6;90;87;89;284;3,1;1,1;
2020/05/05;2200 UTC;0;1002,2;1002,6;1002,1;29,8;25,5;23,8;26,1;25,5;24,1;23,8;91;89;91;123;2,4;,2;
2020/05/05;2300 UTC;0;1002,9;1002,9;1002,2;0;25,8;24,3;25,8;25,5;24,3;23,9;92;91;91;3;1,1;,5;
2020/05/06;0000 UTC;0;1003,5;1003,5;1002,9;0;25,6;24,3;25,8;25,5;24,3;24,2;92;91;92;18;1,1;,5;
2020/05/06;0100 UTC;0;1004,7;1004,7;1003,5;0;25,4;24,1;25,7;25,4;24,3;24;92;91;92;67;1,1;,4;
2020/05/06;0200 UTC;0;1005,5;1005,5;1004,7;0;25,4;24,1;25,6;25,3;24,3;24;93;92;92;345;1,2;,6;
2020/05/06;0300 UTC;0;1005,8;1005,8;1005,5;0;25,4;24,2;25,6;25,3;24,4;24;93;92;93;343;1,2;,4;
2020/05/06;0400 UTC;0;1005,6;1005,9;1005,5;0;25,2;24,1;25,4;25,2;24,2;24,1;94;93;94;54;1,1;,5;
2020/05/06;0500 UTC;0;1004,9;1005,6;1004,9;0;25;23,9;25,4;25;24,3;23,9;94;93;94;264;1,1;,2;
2020/05/06;0600 UTC;0;1004,1;1004,9;1004,1;0;24,8;23,8;25;24,8;23,9;23,7;94;94;94;270;1,5;,4;
2020/05/06;0700 UTC;0;1004;1004,1;1004;0;24,7;23,6;24,8;24,6;23,7;23,5;94;93;94;343;1,3;,4;
2020/05/06;0800 UTC;0;1004;1004,1;1003,9;0;24,4;23,3;24,7;24,4;23,6;23,3;94;93;94;332;1,6;,5;
2020/05/06;0900 UTC;0;1004,4;1004,4;1004;0;24,5;23,4;24,5;24,4;23,4;23,3;94;94;94;23;1,3;,3;
2020/05/06;1000 UTC;0;1005,3;1005,3;1004,4;,5;24,9;23,8;24,9;24,4;23,8;23,4;94;93;94;7;1;,5;
2020/05/06;1100 UTC;,8;1006;1006;1005,3;38,4;25,1;24;25,2;24,9;24;23,7;94;93;94;48;1,9;,8;
2020/05/06;1200 UTC;,4;1007,5;1007,5;1006;374,5;25,8;24,6;25,9;25,1;24,7;24;94;93;93;66;1,9;,8;
2020/05/06;1300 UTC;20;1008,3;1008,5;1007,5;243,9;23,8;22,9;26;23,7;24,8;22,7;95;92;95;66;8,4;2,4;
2020/05/06;1400 UTC;4;1008,8;1008,8;1008,2;281,4;23,9;22,8;23,9;23,4;23;22,4;95;93;93;42;5,6;1,9;
2020/05/06;1500 UTC;,2;1008,8;1009;1008,8;618,5;24,4;23;24,4;23,9;23;22,6;93;90;91;60;5,6;2,3;
2020/05/06;1600 UTC;,4;1007,9;1008,8;1007,9;732,9;25,1;23,5;25,2;24,3;23,5;22,7;92;90;91;64;5,9;1,8;
2020/05/06;1700 UTC;0;1006,9;1007,9;1006,9;952,8;25,9;23,4;26;25,1;23,8;23;91;84;86;55;4,4;1,7;
2020/05/06;1800 UTC;0;1005,8;1006,9;1005,8;591,3;25,4;23,2;26;25,4;23,5;22,8;88;85;87;43;4,3;1,4;
2020/05/06;1900 UTC;0;1004,5;1005,8;1004,5;509,9;25,7;23;25,7;25,3;23,3;22,7;88;84;85;17;3,4;,6;
2020/05/06;2000 UTC;0;1003,2;1004,5;1003,2;482,7;25,8;22,9;25,9;25,7;23,4;22,7;87;83;84;57;2,9;,9;
2020/05/06;2100 UTC;0;1002,6;1003,2;1002,6;331,4;25,7;22,7;25,9;25,6;23,4;22,5;87;83;83;73;2,2;,8;
2020/05/06;2200 UTC;0;1003,2;1003,2;1002,6;93,2;25,2;23,1;25,7;24,8;23,2;22,6;90;83;88;113;1,7;,8;
2020/05/06;2300 UTC;0;1003,9;1003,9;1003,2;0;25,5;23,1;25,6;25,2;23,1;22,8;88;85;86;77;2,4;1,3;
2020/05/07;0000 UTC;0;1004,2;1004,3;1003,9;0;25,5;23,3;25,6;25,4;23,4;23,1;88;87;88;186;3,1;1;
2020/05/07;0100 UTC;0;1005,2;1005,2;1004,2;0;25,3;23,3;25,6;25;23,5;23,3;91;88;89;123;2,3;,7;
2020/05/07;0200 UTC;0;1005,8;1005,9;1005,2;0;24,5;23,4;25,3;24,4;23,4;23,2;93;89;93;327;2,1;,4;
2020/05/07;0300 UTC;0;1006,3;1006,4;1005,8;0;24,5;23,5;24,5;24,3;23,5;23,2;94;93;94;311;,7;,3;
2020/05/07;0400 UTC;0;1006,4;1006,4;1006,3;0;24,3;23,3;24,5;24,3;23,5;23,3;94;94;94;332;,8;,3;
2020/05/07;0500 UTC;0;1006,3;1006,5;1006,3;0;24,3;23,4;24,4;24,3;23,5;23,3;95;94;94;18;1;,3;
2020/05/07;0600 UTC;0;1005,9;1006,4;1005,9;0;24,3;23,3;24,3;24,2;23,4;23,3;94;94;94;48;1;,4;
2020/05/07;0700 UTC;0;1005,8;1006;1005,8;0;24,1;23,2;24,3;24,1;23,4;23,1;94;94;94;14;1;,3;
2020/05/07;0800 UTC;0;1005,8;1005,9;1005,7;0;24,1;23,2;24,1;24,1;23,2;23,1;95;94;95;258;,9;,3;
2020/05/07;0900 UTC;0;1006;1006;1005,8;0;24,5;23,6;24,5;24,1;23,6;23,2;95;95;95;227;1,9;,6;
2020/05/07;1000 UTC;0;1006,5;1006,5;1006;,8;25,2;23,8;25,2;24,5;24;23,7;95;92;92;196;3,3;1,1;
2020/05/07;1100 UTC;0;1007,5;1007,5;1006,5;95,2;25,5;23,7;25,5;25,2;23,9;23,7;92;90;90;208;2,9;1,3;
2020/05/07;1200 UTC;0;1008,5;1008,5;1007,5;290,1;25,9;23,9;25,9;25,4;24,1;23,6;91;89;89;210;3,8;1,6;
2020/05/07;1300 UTC;0;1008,8;1008,8;1008,5;757,7;27,5;23,9;27,6;25,8;24,5;23,6;89;80;81;201;4;1;
2020/05/07;1400 UTC;0;1008,7;1008,9;1008,7;1571,5;28;23,2;28,3;27;24,4;23;83;74;75;160;4;1,4;
2020/05/07;1500 UTC;0;1008,3;1008,8;1008,3;1700;29,4;24,8;29,4;27,6;24,8;23;79;72;76;225;4,6;2;
2020/05/07;1600 UTC;,2;1007,1;1008,3;1007,1;1792,4;30;25,3;30;28,3;25,3;22,9;77;71;76;144;4,7;1,5;
2020/05/07;1700 UTC;0;1006;1007,1;1006;1880,4;29,9;23,5;30,4;28,9;25,1;22,8;77;67;69;161;6;1,6;
2020/05/07;1800 UTC;0;1005,1;1006;1005;1676,9;28,6;23,7;31;28,6;24,3;22,7;75;64;75;179;5,9;2,8;
2020/05/07;1900 UTC;0;1004,7;1005,3;1004,7;1110,8;26,1;23,6;28,6;26;24,1;22,5;87;73;86;144;6,3;1,5;
2020/05/07;2000 UTC;0;1003,9;1004,7;1003,9;428,2;26,8;23,7;26,8;26;23,8;23,2;87;82;83;172;4,3;,7;
2020/05/07;2100 UTC;0;1004;1004;1003,7;166;26,8;24,1;27;26,8;24,1;23,5;85;82;85;238;2,4;,6;
2020/05/07;2200 UTC;0;1004,6;1004,6;1004;72,6;26,3;24,4;27,1;26,3;24,4;24;89;83;89;113;2,4;,4;
2020/05/07;2300 UTC;0;1005,1;1005,1;1004,6;0;26,8;24,3;27;26,2;24,5;24,2;90;86;86;153;2,1;,5;
2020/05/08;0000 UTC;0;1006,2;1006,2;1005,1;0;26,4;24,6;26,8;26,1;24,6;24,2;90;86;90;49;1,6;,8;
2020/05/08;0100 UTC;0;1007,2;1007,3;1006,2;0;26,1;24,6;26,7;26;24,6;24,3;91;88;91;68;1,8;,7;
2020/05/08;0200 UTC;0;1007,8;1007,8;1007,2;0;26,2;24,6;26,3;26;24,7;24,4;91;90;91;57;2,3;1,1;
2020/05/08;0300 UTC;0;1008,1;1008,1;1007,8;0;26,1;24,6;26,3;26;24,7;24,4;92;91;91;59;2,9;1,2;
2020/05/08;0400 UTC;3;1008,4;1008,4;1008,1;0;24,1;22,8;26,2;24;24,6;22,7;93;85;93;71;7,3;2,2;
2020/05/08;0500 UTC;0;1007,5;1008,4;1007,5;0;23,9;22,4;24,1;23,7;22,8;22,3;93;91;91;66;4,6;1,5;
2020/05/08;0600 UTC;,2;1007,2;1007,5;1007,2;0;24,2;22,5;24,2;23,8;22,5;22,2;91;90;90;75;6;2,7;
2020/05/08;0700 UTC;0;1006,2;1007,2;1006,2;0;24,4;22,3;24,5;24,2;22,8;22,3;92;88;89;69;5,4;2;
2020/05/08;0800 UTC;0;1006,6;1006,6;1006,1;,1;24,1;22,1;24,4;24,1;22,6;22;91;88;89;103;4,4;1,3;
2020/05/08;0900 UTC;0;1007;1007;1006,5;0;24;22,5;24,1;23,9;22,5;22,1;91;89;91;75;2,5;1;
2020/05/08;1000 UTC;0;1007,1;1007,1;1006,9;,1;23,8;22,6;24;23,8;22,6;22,5;93;91;93;62;2,2;,8;
2020/05/08;1100 UTC;0;1007,8;1007,8;1007,1;66,5;24,3;23;24,4;23,7;23;22,6;93;92;92;67;1,9;,7;
2020/05/08;1200 UTC;,2;1008,6;1008,6;1007,8;310,1;25,2;23,6;25,2;24,3;23,7;22,9;93;90;91;15;1,4;,4;
2020/05/08;1300 UTC;0;1009,1;1009,1;1008,6;1081;27;23,7;27;25,2;24,2;23,4;91;81;82;76;3,1;1,4;
2020/05/08;1400 UTC;0;1009,2;1009,3;1009,1;1488,6;27,8;23,6;28,7;27;24,1;23;83;72;78;71;3,7;1,9;
2020/05/08;1500 UTC;0;1008,9;1009,3;1008,9;1970,6;28,8;23,4;29,3;27,6;24;22,7;79;69;73;95;4,8;1,9;
2020/05/08;1600 UTC;0;1008,2;1008,9;1008,2;1693,1;29;23,1;29,3;28,5;24;22,9;75;70;71;78;5;2,2;
2020/05/08;1700 UTC;0;1007,4;1008,2;1007,4;1802;29,1;23,2;30,2;28,9;24;22,6;73;66;70;154;5;1,2;
2020/05/08;1800 UTC;0;1006,2;1007,4;1006,2;2009,2;30,1;24,2;30,8;28,9;24,2;22,5;71;64;71;182;4,7;1,9;
2020/05/08;1900 UTC;0;1005,6;1006,2;1005,6;1439,3;28,9;23,3;30,4;28,8;24,2;22,9;74;66;72;175;5,2;1,6;
2020/05/08;2000 UTC;0;1005,4;1005,7;1005,4;354,7;28,2;23,5;28,9;28,2;23,8;23;76;71;76;185;4,2;1,6;
2020/05/08;2100 UTC;0;1005,6;1005,6;1005,4;246;26,9;23,9;28,2;26,8;24;23,2;83;76;83;228;5,1;1,6;
2020/05/08;2200 UTC;0;1006,1;1006,2;1005,6;44;26,5;24,1;27;26,5;24,1;23,7;87;82;87;226;5,3;2,5;
2020/05/08;2300 UTC;0;1006,7;1006,7;1006;0;26;23,9;26,6;26;24,2;23,8;89;86;88;213;5,2;1,8;
2020/05/09;0000 UTC;0;1007,7;1007,7;1006,7;0;25,8;23,7;26;25,7;24;23,7;89;88;89;228;4,8;1,3;
2020/05/09;0100 UTC;0;1008,4;1008,4;1007,7;0;25,8;23,7;25,9;25,7;23,8;23,7;89;87;88;231;2,8;1,6;
2020/05/09;0200 UTC;0;1009;1009;1008,3;0;25,6;23,7;25,8;25,6;23,7;23,5;89;87;89;191;4,7;1,4;
2020/05/09;0300 UTC;0;1008,5;1009;1008,4;0;25,5;23,6;25,7;25,3;23,7;23,5;90;89;89;195;3,8;1,4;
2020/05/09;0400 UTC;0;1008,2;1008,5;1008,2;0;25,2;23,5;25,5;24,9;23,7;23,4;91;89;91;210;2,7;,7;
2020/05/09;0500 UTC;0;1007,5;1008,3;1007,5;0;25,3;23,5;25,3;25,1;23,7;23,5;91;90;90;187;2,2;,9;
2020/05/09;0600 UTC;0;1007,2;1007,5;1007,2;,1;25,3;23,5;25,4;25,2;23,7;23,4;91;89;90;235;2,8;1,4;
2020/05/09;0700 UTC;0;1006,8;1007,2;1006,8;0;25,4;23,5;25,4;25,2;23,5;23,3;90;89;89;200;2,8;1,4;
2020/05/09;0800 UTC;0;1006,3;1006,8;1006,3;0;25,3;23,6;25,4;25,3;23,6;23,4;90;89;90;218;2,9;1,2;
2020/05/09;0900 UTC;0;1006,5;1006,5;1006,2;0;25,3;23,6;25,4;25,3;23,7;23,6;90;90;90;231;3,6;,7;
2020/05/09;1000 UTC;0;1006,7;1006,7;1006,4;3,1;25,4;23,6;25,4;25,3;23,6;23,5;90;89;90;209;3;1,1;
2020/05/09;1100 UTC;0;1008;1008;1006,7;101,6;25,8;23,8;25,8;25,4;23,8;23,6;90;89;89;207;3,9;1,5;
2020/05/09;1200 UTC;0;1009;1009;1008;257,5;26,3;23,7;26,3;25,8;23,9;23,6;89;86;86;212;4,1;1,4;
2020/05/09;1300 UTC;0;1009,2;1009,2;1009;490,5;26,7;23,7;26,7;26;24;23,4;87;83;84;219;5,3;1,5;
2020/05/09;1400 UTC;0;1009,2;1009,3;1009,2;908;27,9;23,5;27,9;26,6;24;23,3;84;76;77;198;5,6;1,4;
2020/05/09;1500 UTC;4,4;1009;1009,3;1008,9;854,8;25,5;23,6;28,5;25,5;24,7;23;89;75;89;155;4;1,5;
2020/05/09;1600 UTC;4,4;1007,9;1009;1007,9;2496,4;28,3;24,4;28,6;25,4;26;23,6;94;79;79;239;3,8;1,7;
2020/05/09;1700 UTC;0;1006,5;1007,9;1006,5;2744,9;30;24,1;30,5;28,2;25,9;23,5;82;69;71;229;3,8;1,9;
2020/05/09;1800 UTC;0;1005,3;1006,5;1005,3;2771,3;31,4;24;31,6;29,5;25,2;23,3;73;64;65;247;3,8;1,3;
2020/05/09;1900 UTC;0;1004,4;1005,2;1004,4;1665,4;31,5;23,3;31,5;30,1;24,1;22,6;68;62;62;216;4,2;1,1;
2020/05/09;2000 UTC;0;1004,3;1004,4;1004,3;1089,3;30,4;24,3;31,9;30;24,5;23,1;72;61;70;232;4,2;,6;
2020/05/09;2100 UTC;0;1004,2;1004,3;1004,1;613,3;30,5;21,4;31,2;30,4;24,4;21,3;70;56;59;75;2,8;1,5;
2020/05/09;2200 UTC;0;1004,8;1004,8;1004,2;91,9;29,4;23,5;30,5;29,4;23,8;21,4;72;59;70;122;2,7;,8;
2020/05/09;2300 UTC;0;1006;1006;1004,8;0;28,7;24,4;29,6;28,6;24,6;23,2;78;68;78;124;2,3;,5;
2020/05/10;0000 UTC;0;1007;1007,1;1006;0;28,4;23,9;29,1;28,2;24,1;23,6;78;73;77;44;3,4;,4;
2020/05/10;0100 UTC;0;1007,6;1007,6;1007;0;28;24,4;28,4;27,8;24,7;23,8;83;76;81;31;1,9;,7;
2020/05/10;0200 UTC;0;1008,1;1008,2;1007,6;0;27,4;25,2;28;27,4;25,2;24,5;88;81;88;359;2,8;,8;
2020/05/10;0300 UTC;0;1008;1008,4;1008;0;26,6;24,6;27,4;26,6;25,3;24,6;89;88;89;345;2,8;,8;
2020/05/10;0400 UTC;0;1007,7;1008;1007,6;0;26;24,4;26,7;26;24,7;24,4;91;89;91;52;2,6;,7;
2020/05/10;0500 UTC;0;1007;1007,7;1007;0;25,6;24,1;26,1;25,6;24,4;24,1;92;91;92;359;2,7;,5;
2020/05/10;0600 UTC;0;1006,9;1007;1006,9;0;25,4;23,5;25,6;25,4;24,2;23,5;92;89;89;342;3,5;,8;
2020/05/10;0700 UTC;0;1006,7;1006,9;1006,6;0;25,3;23,5;25,4;25,2;23,7;23,5;91;89;90;290;2,5;1;
2020/05/10;0800 UTC;0;1006,7;1006,8;1006,7;0;25,3;23,6;25,4;25,3;23,7;23,4;91;89;90;275;2,5;1,1;
2020/05/10;0900 UTC;0;1007,3;1007,3;1006,7;0;24,6;23,4;25,4;24,6;23,6;23,3;93;90;93;330;2,6;,9;
2020/05/10;1000 UTC;0;1007,6;1007,6;1007,2;,8;24,3;23,1;24,6;24,3;23,4;23,1;93;93;93;350;2,6;,5;
2020/05/10;1100 UTC;0;1008;1008;1007,6;178,2;25;23,1;25,1;24,3;23,6;23,1;93;89;89;312;3,1;1;
2020/05/10;1200 UTC;0;1008,7;1008,7;1008;597,1;26,3;22,9;26,5;25;23,9;22,9;90;81;81;290;3;1,3;
2020/05/10;1300 UTC;0;1008,9;1008,9;1008,6;1406,8;28;23,6;28,5;26,3;24,1;23;84;75;77;297;3,8;1,5;
2020/05/10;1400 UTC;0;1009;1009,1;1008,8;2305,7;30,8;24,1;30,8;28;25;23,1;79;68;68;317;4;1,2;
2020/05/10;1500 UTC;0;1008,5;1009;1008,5;2409,4;29,4;23,6;32;29,2;24,9;23,1;73;62;71;307;4,6;1,1;
2020/05/10;1600 UTC;0;1007,4;1008,5;1007,4;1591,2;30;23,8;30,8;28,6;25,5;23,3;78;66;69;288;4,5;1,9;
2020/05/10;1700 UTC;0;1006;1007,4;1006;2656,3;30,1;23,9;31,9;30;25;23,1;72;61;70;270;5,1;2,2;
2020/05/10;1800 UTC;0;1004,7;1006;1004,6;1402,6;30;23,7;31;29,5;25;23,7;75;68;69;264;5,5;2,2;
2020/05/10;1900 UTC;22;1004,5;1005,1;1004,4;210,9;25,5;24,3;30;25,4;24,9;23,5;94;69;93;116;7,1;,9;
2020/05/10;2000 UTC;,6;1004,5;1004,6;1003,7;192,4;25,9;24,7;26,2;25,5;25,1;24,4;94;93;93;334;3,3;1;
2020/05/10;2100 UTC;0;1004,7;1004,8;1004,5;240,6;25,9;24,2;25,9;25,4;24,6;23,8;93;89;91;65;3;,3;
2020/05/10;2200 UTC;0;1005;1005;1004,6;118,8;26;24,3;26,1;25,8;24,4;23,8;91;88;90;57;1,7;,8;
2020/05/10;2300 UTC;0;1005,1;1005,1;1004,9;0;25,6;24;26,1;25,6;24,4;24;91;90;91;20;2,3;,5;
2020/05/11;0000 UTC;0;1006,1;1006,1;1005,1;0;25,6;24,4;25,7;25,5;24,5;24;93;91;93;354;2,5;,6;
